   t |  uy[mm] | fy[N] 
  5.85000000e-07   6.41343098e-39  -2.78691999e-29
  5.88000000e-07   7.97555496e-39  -3.43179274e-29
  5.91000000e-07   9.90716514e-39  -4.22143186e-29
  5.94000000e-07   1.22930849e-38  -5.18734857e-29
  5.97000000e-07   1.52370279e-38  -6.36770083e-29
  6.00000000e-07   1.88656762e-38  -7.80865127e-29
  6.03000000e-07   2.33336127e-38  -9.56599342e-29
  6.06000000e-07   2.88292788e-38  -1.17070978e-28
  6.09000000e-07   3.55821651e-38  -1.43132388e-28
  6.12000000e-07   4.38714826e-38  -1.74823736e-28
  6.15000000e-07   5.40366079e-38  -2.13324600e-28
  6.18000000e-07   6.64896562e-38  -2.60054115e-28
  6.21000000e-07   8.17305993e-38  -3.16718104e-28
  6.24000000e-07   1.00365430e-37  -3.85365187e-28
  6.27000000e-07   1.23127967e-37  -4.68453515e-28
  6.30000000e-07   1.50906002e-37  -5.68930090e-28
  6.33000000e-07   1.84772642e-37  -6.90324947e-28
  6.36000000e-07   2.26023819e-37  -8.36862920e-28
  6.39000000e-07   2.76223177e-37  -1.01359615e-27
  6.42000000e-07   3.37255711e-37  -1.22656103e-27
  6.45000000e-07   4.11391833e-37  -1.48296407e-27
  6.48000000e-07   5.01363816e-37  -1.79140163e-27
  6.51000000e-07   6.10456943e-37  -2.16211969e-27
  6.54000000e-07   7.42618082e-37  -2.60732066e-27
  6.57000000e-07   9.02584951e-37  -3.14152534e-27
  6.60000000e-07   1.09603985e-36  -3.78199990e-27
  6.63000000e-07   1.32979239e-36  -4.54925886e-27
  6.66000000e-07   1.61199647e-36  -5.46765745e-27
  6.69000000e-07   1.95240777e-36  -6.56608853e-27
  6.72000000e-07   2.36268908e-36  -7.87880200e-27
  6.75000000e-07   2.85677206e-36  -9.44636761e-27
  6.78000000e-07   3.45128552e-36  -1.13168053e-26
  6.81000000e-07   4.16606212e-36  -1.35469113e-26
  6.84000000e-07   5.02473745e-36  -1.62038134e-26
  6.87000000e-07   6.05545763e-36  -1.93667925e-26
  6.90000000e-07   7.29171473e-36  -2.31294156e-26
  6.93000000e-07   8.77333216e-36  -2.76020317e-26
  6.96000000e-07   1.05476263e-35  -3.29146901e-26
  6.99000000e-07   1.26707749e-35  -3.92205497e-26
  7.02000000e-07   1.52094277e-35  -4.66998614e-26
  7.05000000e-07   1.82426012e-35  -5.55646137e-26
  7.08000000e-07   2.18639060e-35  -6.60639516e-26
  7.11000000e-07   2.61841630e-35  -7.84904913e-26
  7.14000000e-07   3.13344752e-35  -9.31876752e-26
  7.17000000e-07   3.74698304e-35  -1.10558332e-25
  7.20000000e-07   4.47733261e-35  -1.31074635e-25
  7.23000000e-07   5.34611178e-35  -1.55289679e-25
  7.26000000e-07   6.37882138e-35  -1.83850927e-25
  7.29000000e-07   7.60552553e-35  -2.17515825e-25
  7.32000000e-07   9.06164435e-35  -2.57169925e-25
  7.35000000e-07   1.07888804e-34  -3.03847892e-25
  7.38000000e-07   1.28363005e-34  -3.58757857e-25
  7.41000000e-07   1.52615985e-34  -4.23309628e-25
  7.44000000e-07   1.81325680e-34  -4.99147337e-25
  7.47000000e-07   2.15288187e-34  -5.88187218e-25
  7.50000000e-07   2.55437769e-34  -6.92661289e-25
  7.53000000e-07   3.02870132e-34  -8.15167827e-25
  7.56000000e-07   3.58869519e-34  -9.58729664e-25
  7.59000000e-07   4.24940209e-34  -1.12686148e-24
  7.62000000e-07   5.02843132e-34  -1.32364744e-24
  7.65000000e-07   5.94638387e-34  -1.55383069e-24
  7.68000000e-07   7.02734604e-34  -1.82291652e-24
  7.71000000e-07   8.29946207e-34  -2.13729117e-24
  7.74000000e-07   9.79559810e-34  -2.50435856e-24
  7.77000000e-07   1.15541116e-33  -2.93269764e-24
  7.80000000e-07   1.36197422e-33  -3.43224331e-24
  7.83000000e-07   1.60446437e-33  -4.01449436e-24
  7.86000000e-07   1.88895766e-33  -4.69275228e-24
  7.89000000e-07   2.22252882e-33  -5.48239547e-24
  7.92000000e-07   2.61341067e-33  -6.40119391e-24
  7.95000000e-07   3.07117827e-33  -7.46966998e-24
  7.98000000e-07   3.60696147e-33  -8.71151217e-24
  8.01000000e-07   4.23369014e-33  -1.01540490e-23
  8.04000000e-07   4.96637696e-33  -1.18287917e-23
  8.07000000e-07   5.82244336e-33  -1.37720555e-23
  8.10000000e-07   6.82209490e-33  -1.60256702e-23
  8.13000000e-07   7.98875352e-33  -1.86377931e-23
  8.16000000e-07   9.34955493e-33  -2.16638370e-23
  8.19000000e-07   1.09359207e-32  -2.51675320e-23
  8.22000000e-07   1.27842156e-32  -2.92221362e-23
  8.25000000e-07   1.49365038e-32  -3.39118186e-23
  8.28000000e-07   1.74414158e-32  -3.93332358e-23
  8.31000000e-07   2.03551449e-32  -4.55973300e-23
  8.34000000e-07   2.37425896e-32  -5.28313786e-23
  8.37000000e-07   2.76786641e-32  -6.11813275e-23
  8.40000000e-07   3.22498000e-32  -7.08144495e-23
  8.43000000e-07   3.75556664e-32  -8.19223687e-23
  8.46000000e-07   4.37111405e-32  -9.47245006e-23
  8.49000000e-07   5.08485615e-32  -1.09471965e-22
  8.52000000e-07   5.91203106e-32  -1.26452031e-22
  8.55000000e-07   6.87017595e-32  -1.45993171e-22
  8.58000000e-07   7.97946414e-32  -1.68470790e-22
  8.61000000e-07   9.26309015e-32  -1.94313743e-22
  8.64000000e-07   1.07477093e-31  -2.24011715e-22
  8.67000000e-07   1.24639397e-31  -2.58123600e-22
  8.70000000e-07   1.44469345e-31  -2.97286993e-22
  8.73000000e-07   1.67370346e-31  -3.42228949e-22
  8.76000000e-07   1.93805131e-31  -3.93778167e-22
  8.79000000e-07   2.24304226e-31  -4.52878783e-22
  8.82000000e-07   2.59475605e-31  -5.20605977e-22
  8.85000000e-07   3.00015681e-31  -5.98183635e-22
  8.88000000e-07   3.46721804e-31  -6.87004310e-22
  8.91000000e-07   4.00506482e-31  -7.88651785e-22
  8.94000000e-07   4.62413547e-31  -9.04926569e-22
  8.97000000e-07   5.33636516e-31  -1.03787469e-21
  9.00000000e-07   6.15539461e-31  -1.18982017e-21
  9.03000000e-07   7.09680691e-31  -1.36340176e-21
  9.06000000e-07   8.17839638e-31  -1.56161421e-21
  9.09000000e-07   9.42047349e-31  -1.78785501e-21
  9.12000000e-07   1.08462107e-30  -2.04597687e-21
  9.15000000e-07   1.24820345e-30  -2.34034704e-21
  9.18000000e-07   1.43580694e-30  -2.67591389e-21
  9.21000000e-07   1.65086411e-30  -3.05828213e-21
  9.24000000e-07   1.89728458e-30  -3.49379719e-21
  9.27000000e-07   2.17951949e-30  -3.98964037e-21
  9.30000000e-07   2.50263436e-30  -4.55393566e-21
  9.33000000e-07   2.87239159e-30  -5.19586994e-21
  9.36000000e-07   3.29534359e-30  -5.92582795e-21
  9.39000000e-07   3.77893807e-30  -6.75554396e-21
  9.42000000e-07   4.33163700e-30  -7.69827202e-21
  9.45000000e-07   4.96305081e-30  -8.76897707e-21
  9.48000000e-07   5.68408997e-30  -9.98454940e-21
  9.51000000e-07   6.50713590e-30  -1.13640451e-20
  9.54000000e-07   7.44623379e-30  -1.29289557e-20
  9.57000000e-07   8.51730988e-30  -1.47035104e-20
  9.60000000e-07   9.73841642e-30  -1.67150148e-20
  9.63000000e-07   1.11300075e-29  -1.89942299e-20
  9.66000000e-07   1.27152499e-29  -2.15757967e-20
  9.69000000e-07   1.45203724e-29  -2.44987117e-20
  9.72000000e-07   1.65750598e-29  -2.78068582e-20
  9.75000000e-07   1.89128952e-29  -3.15496010e-20
  9.78000000e-07   2.15718578e-29  -3.57824517e-20
  9.81000000e-07   2.45948823e-29  -4.05678109e-20
  9.84000000e-07   2.80304877e-29  -4.59757993e-20
  9.87000000e-07   3.19334834e-29  -5.20851842e-20
  9.90000000e-07   3.63657616e-29  -5.89844157e-20
  9.93000000e-07   4.13971880e-29  -6.67727815e-20
  9.96000000e-07   4.71065995e-29  -7.55616969e-20
  9.99000000e-07   5.35829250e-29  -8.54761429e-20
  1.00200000e-06   6.09264409e-29  -9.66562701e-20
  1.00500000e-06   6.92501788e-29  -1.09259186e-19
  1.00800000e-06   7.86815036e-29  -1.23460949e-19
  1.01100000e-06   8.93638797e-29  -1.39458784e-19
  1.01400000e-06   1.01458850e-28  -1.57473557e-19
  1.01700000e-06   1.15148252e-28  -1.77752527e-19
  1.02000000e-06   1.30636694e-28  -2.00572405e-19
  1.02300000e-06   1.48154329e-28  -2.26242762e-19
  1.02600000e-06   1.67959957e-28  -2.55109819e-19
  1.02900000e-06   1.90344488e-28  -2.87560660e-19
  1.03200000e-06   2.15634822e-28  -3.24027912e-19
  1.03500000e-06   2.44198168e-28  -3.64994952e-19
  1.03800000e-06   2.76446887e-28  -4.11001684e-19
  1.04100000e-06   3.12843885e-28  -4.62650962e-19
  1.04400000e-06   3.53908635e-28  -5.20615711e-19
  1.04700000e-06   4.00223903e-28  -5.85646838e-19
  1.05000000e-06   4.52443241e-28  -6.58582008e-19
  1.05300000e-06   5.11299352e-28  -7.40355376e-19
  1.05600000e-06   5.77613405e-28  -8.32008375e-19
  1.05900000e-06   6.52305426e-28  -9.34701684e-19
  1.06200000e-06   7.36405865e-28  -1.04972848e-18
  1.06500000e-06   8.31068482e-28  -1.17852914e-18
  1.06800000e-06   9.37584699e-28  -1.32270747e-18
  1.07100000e-06   1.05739957e-27  -1.48404875e-18
  1.07400000e-06   1.19212954e-27  -1.66453968e-18
  1.07700000e-06   1.34358224e-27  -1.86639038e-18
  1.08000000e-06   1.51377842e-27  -2.09205887e-18
  1.08300000e-06   1.70497645e-27  -2.34427798e-18
  1.08600000e-06   1.91969943e-27  -2.62608526e-18
  1.08900000e-06   2.16076538e-27  -2.94085593e-18
  1.09200000e-06   2.43132079e-27  -3.29233931e-18
  1.09500000e-06   2.73487777e-27  -3.68469913e-18
  1.09800000e-06   3.07535547e-27  -4.12255795e-18
  1.10100000e-06   3.45712585e-27  -4.61104628e-18
  1.10400000e-06   3.88506458e-27  -5.15585674e-18
  1.10700000e-06   4.36460749e-27  -5.76330390e-18
  1.11000000e-06   4.90181311e-27  -6.44039024e-18
  1.11300000e-06   5.50343208e-27  -7.19487885e-18
  1.11600000e-06   6.17698394e-27  -8.03537373e-18
  1.11900000e-06   6.93084238e-27  -8.97140815e-18
  1.12200000e-06   7.77432950e-27  -1.00135421e-17
  1.12500000e-06   8.71782030e-27  -1.11734698e-17
  1.12800000e-06   9.77285828e-27  -1.24641377e-17
  1.13100000e-06   1.09522834e-26  -1.38998747e-17
  1.13400000e-06   1.22703737e-26  -1.54965359e-17
  1.13700000e-06   1.37430019e-26  -1.72716596e-17
  1.14000000e-06   1.53878083e-26  -1.92446416e-17
  1.14300000e-06   1.72243927e-26  -2.14369258e-17
  1.14600000e-06   1.92745256e-26  -2.38722139e-17
  1.14900000e-06   2.15623822e-26  -2.65766968e-17
  1.15200000e-06   2.41148001e-26  -2.95793077e-17
  1.15500000e-06   2.69615654e-26  -3.29120014e-17
  1.15800000e-06   3.01357267e-26  -3.66100603e-17
  1.16100000e-06   3.36739428e-26  -4.07124307e-17
  1.16400000e-06   3.76168666e-26  -4.52620925e-17
  1.16700000e-06   4.20095675e-26  -5.03064643e-17
  1.17000000e-06   4.69019984e-26  -5.58978489e-17
  1.17300000e-06   5.23495098e-26  -6.20939208e-17
  1.17600000e-06   5.84134172e-26  -6.89582626e-17
  1.17900000e-06   6.51616259e-26  -7.65609519e-17
  1.18200000e-06   7.26693194e-26  -8.49792056e-17
  1.18500000e-06   8.10197182e-26  -9.42980854e-17
  1.18800000e-06   9.03049148e-26  -1.04611272e-16
  1.19100000e-06   1.00626793e-25  -1.16021912e-16
  1.19400000e-06   1.12098041e-25  -1.28643548e-16
  1.19700000e-06   1.24843264e-25  -1.42601133e-16
  1.20000000e-06   1.39000210e-25  -1.58032144e-16
  1.20300000e-06   1.54721118e-25  -1.75087803e-16
  1.20600000e-06   1.72174199e-25  -1.93934406e-16
  1.20900000e-06   1.91545266e-25  -2.14754787e-16
  1.21200000e-06   2.13039523e-25  -2.37749909e-16
  1.21500000e-06   2.36883536e-25  -2.63140611e-16
  1.21800000e-06   2.63327390e-25  -2.91169515e-16
  1.22100000e-06   2.92647064e-25  -3.22103113e-16
  1.22400000e-06   3.25147042e-25  -3.56234043e-16
  1.22700000e-06   3.61163168e-25  -3.93883582e-16
  1.23000000e-06   4.01065790e-25  -4.35404361e-16
  1.23300000e-06   4.45263203e-25  -4.81183340e-16
  1.23600000e-06   4.94205434e-25  -5.31645045e-16
  1.23900000e-06   5.48388384e-25  -5.87255113e-16
  1.24200000e-06   6.08358373e-25  -6.48524149e-16
  1.24500000e-06   6.74717126e-25  -7.16011945e-16
  1.24800000e-06   7.48127234e-25  -7.90332075e-16
  1.25100000e-06   8.29318138e-25  -8.72156908e-16
  1.25400000e-06   9.19092683e-25  -9.62223076e-16
  1.25700000e-06   1.01833430e-24  -1.06133743e-15
  1.26000000e-06   1.12801488e-24  -1.17038355e-15
  1.26300000e-06   1.24920336e-24  -1.29032879e-15
  1.26600000e-06   1.38307515e-24  -1.42223202e-15
  1.26900000e-06   1.53092246e-24  -1.56725202e-15
  1.27200000e-06   1.69416555e-24  -1.72665658e-15
  1.27500000e-06   1.87436511e-24  -1.90183254e-15
  1.27800000e-06   2.07323569e-24  -2.09429654e-15
  1.28100000e-06   2.29266050e-24  -2.30570686e-15
  1.28400000e-06   2.53470750e-24  -2.53787623e-15
  1.28700000e-06   2.80164705e-24  -2.79278581e-15
  1.29000000e-06   3.09597111e-24  -3.07260034e-15
  1.29300000e-06   3.42041432e-24  -3.37968466e-15
  1.29600000e-06   3.77797694e-24  -3.71662164e-15
  1.29900000e-06   4.17194992e-24  -4.08623170e-15
  1.30200000e-06   4.60594227e-24  -4.49159398e-15
  1.30500000e-06   5.08391096e-24  -4.93606935e-15
  1.30800000e-06   5.61019349e-24  -5.42332544e-15
  1.31100000e-06   6.18954347e-24  -5.95736379e-15
  1.31400000e-06   6.82716941e-24  -6.54254931e-15
  1.31700000e-06   7.52877704e-24  -7.18364232e-15
  1.32000000e-06   8.30061540e-24  -7.88583325e-15
  1.32300000e-06   9.14952715e-24  -8.65478035e-15
  1.32600000e-06   1.00830033e-23  -9.49665057e-15
  1.32900000e-06   1.11092431e-23  -1.04181640e-14
  1.33200000e-06   1.22372188e-23  -1.14266417e-14
  1.33500000e-06   1.34767466e-23  -1.25300582e-14
  1.33800000e-06   1.48385640e-23  -1.37370978e-14
  1.34100000e-06   1.63344135e-23  -1.50572160e-14
  1.34400000e-06   1.79771342e-23  -1.65007056e-14
  1.34700000e-06   1.97807611e-23  -1.80787691e-14
  1.35000000e-06   2.17606336e-23  -1.98035960e-14
  1.35300000e-06   2.39335131e-23  -2.16884477e-14
  1.35600000e-06   2.63177111e-23  -2.37477487e-14
  1.35900000e-06   2.89332286e-23  -2.59971852e-14
  1.36200000e-06   3.18019072e-23  -2.84538127e-14
  1.36500000e-06   3.49475944e-23  -3.11361711e-14
  1.36800000e-06   3.83963216e-23  -3.40644107e-14
  1.37100000e-06   4.21764990e-23  -3.72604275e-14
  1.37400000e-06   4.63191269e-23  -4.07480095e-14
  1.37700000e-06   5.08580246e-23  -4.45529956e-14
  1.38000000e-06   5.58300799e-23  -4.87034470e-14
  1.38300000e-06   6.12755191e-23  -5.32298320e-14
  1.38600000e-06   6.72382009e-23  -5.81652266e-14
  1.38900000e-06   7.37659351e-23  -6.35455309e-14
  1.39200000e-06   8.09108276e-23  -6.94097021e-14
  1.39500000e-06   8.87296565e-23  -7.58000077e-14
  1.39800000e-06   9.72842782e-23  -8.27622975e-14
  1.40100000e-06   1.06642069e-22  -9.03462979e-14
  1.40400000e-06   1.16876403e-22  -9.86059301e-14
  1.40700000e-06   1.28067171e-22  -1.07599652e-13
  1.41000000e-06   1.40301344e-22  -1.17390829e-13
  1.41300000e-06   1.53673579e-22  -1.28048134e-13
  1.41600000e-06   1.68286885e-22  -1.39645974e-13
  1.41900000e-06   1.84253330e-22  -1.52264960e-13
  1.42200000e-06   2.01694824e-22  -1.65992405e-13
  1.42500000e-06   2.20743950e-22  -1.80922862e-13
  1.42800000e-06   2.41544878e-22  -1.97158710e-13
  1.43100000e-06   2.64254345e-22  -2.14810778e-13
  1.43400000e-06   2.89042720e-22  -2.33999024e-13
  1.43700000e-06   3.16095155e-22  -2.54853260e-13
  1.44000000e-06   3.45612830e-22  -2.77513936e-13
  1.44300000e-06   3.77814300e-22  -3.02132990e-13
  1.44600000e-06   4.12936956e-22  -3.28874752e-13
