   t |  uy[mm] | fy[N] 
  0.00000000e+00   1.00000000e-02   2.56025401e+01
  0.00000000e+00   2.00000000e-02   5.12050878e+01
  0.00000000e+00   3.00000000e-02   7.68076384e+01
  0.00000000e+00   4.00000000e-02   1.02410186e+02
  0.00000000e+00   5.00000000e-02   1.28012737e+02
  0.00000000e+00   6.00000000e-02   1.53615284e+02
  0.00000000e+00   7.00000000e-02   1.79217835e+02
  0.00000000e+00   8.00000000e-02   2.04820384e+02
  0.00000000e+00   9.00000000e-02   2.30422933e+02
  0.00000000e+00   1.00000000e-01   2.56025468e+02
  0.00000000e+00   1.10000000e-01   2.81627970e+02
  0.00000000e+00   1.20000000e-01   3.07230407e+02
  0.00000000e+00   1.30000000e-01   3.32832768e+02
  0.00000000e+00   1.40000000e-01   3.58434997e+02
  0.00000000e+00   1.50000000e-01   3.84036880e+02
  0.00000000e+00   1.60000000e-01   4.09638299e+02
  0.00000000e+00   1.70000000e-01   4.35239066e+02
  0.00000000e+00   1.80000000e-01   4.60838830e+02
  0.00000000e+00   1.90000000e-01   4.86437067e+02
  0.00000000e+00   2.00000000e-01   5.12032766e+02
  0.00000000e+00   2.10000000e-01   5.37624322e+02
  0.00000000e+00   2.20000000e-01   5.63208723e+02
  3.00000000e-09   2.20000000e-01   5.63208717e+02
  6.00000000e-09   2.20000000e-01   5.63208718e+02
  9.00000000e-09   2.20000000e-01   5.63208718e+02
  1.20000000e-08   2.20000000e-01   5.63208718e+02
  1.50000000e-08   2.20000000e-01   5.63208719e+02
  1.80000000e-08   2.20000000e-01   5.63208719e+02
  2.10000000e-08   2.20000000e-01   5.63208719e+02
  2.40000000e-08   2.20000000e-01   5.63208720e+02
  2.70000000e-08   2.20000000e-01   5.63208720e+02
  3.00000000e-08   2.20000000e-01   5.63208720e+02
  3.30000000e-08   2.20000000e-01   5.63208721e+02
  3.60000000e-08   2.20000000e-01   5.63208721e+02
  3.90000000e-08   2.20000000e-01   5.63208721e+02
  4.20000000e-08   2.20000000e-01   5.63208722e+02
  4.50000000e-08   2.20000000e-01   5.63208722e+02
  4.80000000e-08   2.20000000e-01   5.63208722e+02
  5.10000000e-08   2.20000000e-01   5.63208723e+02
  5.40000000e-08   2.20000001e-01   5.63208723e+02
  5.70000000e-08   2.20000001e-01   5.63208723e+02
  6.00000000e-08   2.20000001e-01   5.63208724e+02
  6.30000000e-08   2.20000001e-01   5.63208724e+02
  6.60000000e-08   2.20000001e-01   5.63208724e+02
  6.90000000e-08   2.20000001e-01   5.63208725e+02
  7.20000000e-08   2.20000001e-01   5.63208725e+02
  7.50000000e-08   2.20000001e-01   5.63208725e+02
  7.80000000e-08   2.20000001e-01   5.63208726e+02
  8.10000000e-08   2.20000001e-01   5.63208726e+02
  8.40000000e-08   2.20000001e-01   5.63208726e+02
  8.70000000e-08   2.20000001e-01   5.63208727e+02
  9.00000000e-08   2.20000001e-01   5.63208727e+02
