   t |  uy[mm] | fy[N] 
  0.00000000e+00   1.00000000e-02   1.16825826e+02
  0.00000000e+00   2.00000000e-02   2.33651718e+02
  0.00000000e+00   3.00000000e-02   3.50477541e+02
  0.00000000e+00   4.00000000e-02   4.67303367e+02
  0.00000000e+00   5.00000000e-02   5.84129192e+02
  5.00000000e-09   5.00000000e-02   5.84129192e+02
  1.00000000e-08   5.00000000e-02   5.84129192e+02
  1.50000000e-08   5.00000000e-02   5.84129192e+02
  2.00000000e-08   5.00000000e-02   5.84129192e+02
  2.50000000e-08   5.00000000e-02   5.84129192e+02
  3.00000000e-08   5.00000000e-02   5.84129192e+02
  3.50000000e-08   5.00000000e-02   5.84129192e+02
  4.00000000e-08   5.00000000e-02   5.84129192e+02
  4.50000000e-08   5.00000000e-02   5.84129192e+02
  5.00000000e-08   5.00000000e-02   5.84129192e+02
  5.50000000e-08   5.00000000e-02   5.84129192e+02
  6.00000000e-08   5.00000000e-02   5.84129192e+02
  6.50000000e-08   5.00000000e-02   5.84129192e+02
  7.00000000e-08   5.00000000e-02   5.84129192e+02
  7.50000000e-08   5.00000000e-02   5.84129192e+02
  8.00000000e-08   5.00000000e-02   5.84129192e+02
  8.50000000e-08   5.00000000e-02   5.84129192e+02
  9.00000000e-08   5.00000000e-02   5.84129192e+02
  9.50000000e-08   5.00000000e-02   5.84129192e+02
  1.00000000e-07   5.00000000e-02   5.84129192e+02
  1.05000000e-07   5.00000000e-02   5.84129192e+02
  1.10000000e-07   5.00000000e-02   5.84129192e+02
  1.15000000e-07   5.00000000e-02   5.84129192e+02
  1.20000000e-07   5.00000000e-02   5.84129192e+02
  1.25000000e-07   5.00000000e-02   5.84129192e+02
  1.30000000e-07   5.00000000e-02   5.84129192e+02
  1.35000000e-07   5.00000000e-02   5.84129192e+02
  1.40000000e-07   5.00000000e-02   5.84129192e+02
  1.45000000e-07   5.00000000e-02   5.84129192e+02
  1.50000000e-07   5.00000000e-02   5.84129192e+02
  1.55000000e-07   5.00000000e-02   5.84129192e+02
  1.60000000e-07   5.00000000e-02   5.84129192e+02
  1.65000000e-07   5.00000000e-02   5.84129192e+02
  1.70000000e-07   5.00000000e-02   5.84129192e+02
