Time | surface energy | strain energy
  0.00000000e+00   0.00000000e+00  6.92929437e-310
  1.00000000e-07   0.00000000e+00  6.92929437e-310
  2.00000000e-07   0.00000000e+00  6.92929437e-310
  4.00000000e-07   0.00000000e+00  6.92929437e-310
  5.00000000e-07   0.00000000e+00  6.92929437e-310
  6.00000000e-07   0.00000000e+00  6.92929437e-310
  8.00000000e-07   0.00000000e+00  6.92929437e-310
  9.00000000e-07   0.00000000e+00  6.92929437e-310
  1.00000000e-06   0.00000000e+00  6.92929437e-310
  1.20000000e-06   0.00000000e+00  6.92929437e-310
  1.30000000e-06   0.00000000e+00  6.92929437e-310
  1.40000000e-06   0.00000000e+00  6.92929437e-310
  1.60000000e-06   0.00000000e+00  6.92929437e-310
  1.70000000e-06   0.00000000e+00  6.92929437e-310
  1.80000000e-06   0.00000000e+00  6.92929437e-310
  2.00000000e-06   0.00000000e+00  6.92929437e-310
  2.10000000e-06   0.00000000e+00  6.92929437e-310
  2.20000000e-06   0.00000000e+00  6.92929437e-310
  2.40000000e-06   0.00000000e+00  6.92929437e-310
  2.50000000e-06   0.00000000e+00  6.92929437e-310
  2.60000000e-06   0.00000000e+00  6.92929437e-310
  2.80000000e-06   0.00000000e+00  6.92929437e-310
  2.90000000e-06   0.00000000e+00  6.92929437e-310
  3.00000000e-06   0.00000000e+00  6.92929437e-310
  3.20000000e-06   0.00000000e+00  6.92929437e-310
  3.30000000e-06   0.00000000e+00  6.92929437e-310
  3.40000000e-06   0.00000000e+00  6.92929437e-310
  3.60000000e-06   0.00000000e+00  6.92929437e-310
  3.70000000e-06   0.00000000e+00  6.92929437e-310
  3.80000000e-06   0.00000000e+00  6.92929437e-310
  4.00000000e-06   0.00000000e+00  6.92929437e-310
  4.10000000e-06   0.00000000e+00  6.92929437e-310
  4.20000000e-06   0.00000000e+00  6.92929437e-310
  4.40000000e-06   0.00000000e+00  6.92929437e-310
  4.50000000e-06   0.00000000e+00  6.92929437e-310
  4.60000000e-06   0.00000000e+00  6.92929437e-310
  4.80000000e-06   0.00000000e+00  6.92929437e-310
  4.90000000e-06   0.00000000e+00  6.92929437e-310
  5.00000000e-06   0.00000000e+00  6.92929437e-310
  5.20000000e-06   0.00000000e+00  6.92929437e-310
  5.30000000e-06   0.00000000e+00  6.92929437e-310
  5.40000000e-06   0.00000000e+00  6.92929437e-310
  5.60000000e-06   0.00000000e+00  6.92929437e-310
  5.70000000e-06   0.00000000e+00  6.92929437e-310
  5.80000000e-06   0.00000000e+00  6.92929437e-310
  6.00000000e-06   0.00000000e+00  6.92929437e-310
  6.10000000e-06   0.00000000e+00  6.92929437e-310
  6.20000000e-06   0.00000000e+00  6.92929437e-310
  6.40000000e-06   0.00000000e+00  6.92929437e-310
  6.50000000e-06   0.00000000e+00  6.92929437e-310
  6.60000000e-06   0.00000000e+00  6.92929437e-310
  6.80000000e-06   0.00000000e+00  6.92929437e-310
  6.90000000e-06   0.00000000e+00  6.92929437e-310
  7.00000000e-06   0.00000000e+00  6.92929437e-310
  7.20000000e-06   0.00000000e+00  6.92929437e-310
  7.30000000e-06   0.00000000e+00  6.92929437e-310
  7.40000000e-06   0.00000000e+00  6.92929437e-310
  7.60000000e-06   0.00000000e+00  6.92929437e-310
  7.70000000e-06   0.00000000e+00  6.92929437e-310
  7.80000000e-06   0.00000000e+00  6.92929437e-310
  8.00000000e-06   0.00000000e+00  6.92929437e-310
  8.10000000e-06   0.00000000e+00  6.92929437e-310
  8.20000000e-06   0.00000000e+00  6.92929437e-310
  8.40000000e-06   0.00000000e+00  6.92929437e-310
  8.50000000e-06   0.00000000e+00  6.92929437e-310
  8.60000000e-06   0.00000000e+00  6.92929437e-310
  8.80000000e-06   0.00000000e+00  6.92929437e-310
  8.90000000e-06   0.00000000e+00  6.92929437e-310
  9.00000000e-06   0.00000000e+00  6.92929437e-310
  9.20000000e-06   0.00000000e+00  6.92929437e-310
